full_name;age;birthday;birthday_GMT;league;season;position;Current_club;minutes_played_overall;minutes_played_home;minutes_played_away;nationality;appearances_overall;appearances_home;appearances_away;goals_overall;goals_home;goals_away;assists_overall;assists_home;assists_away;penalty_goals;penalty_misses;clean_sheets_overall;clean_sheets_home;clean_sheets_away;conceded_overall;conceded_home;conceded_away;yellow_cards_overall;red_cards_overall;goals_involved_per_90_overall;assists_per_90.00_overall;goals_per_90.00_overall;goals_per_90.00_home;goals_per_90.00_away;min_per_goal_overall;conceded_per_90.00_overall;min_per_conceded_overall;min_per_match;min_per_card_overall;min_per_assist_overall;cards_per_90.00_overall;rank_in_league_top_attackers;rank_in_league_top_midfielders;rank_in_league_top_defenders;rank_in_club_top_scorer;average_rating_overall;assists_per_game_overall;penalties_won_total_overall;shirt_number;annual_salary_gbp;annual_salary_usd
Mauro Luna Diale;24;925110000;26/4/1999;Primera Division;2023;Forward;Union Santa Fe;2107;1070;1037;Argentina;28;14;14;3;1;2;3;3;0;0;0;13;7;6;16;9;7;5;1;0.26;0.13;0.13;0.08;0.17;702;0.68;132;75;351;702;0.26;149;117;-1;3;6.87;0.11;1;7;0;0
Mauro Martin Peinipil;24;923126400;3/4/1999;Primera Division;2023;Defender;Barracas Central;1926;941;985;Argentina;24;11;13;1;1;0;0;0;0;0;0;10;6;4;23;7;16;1;0;0.05;0.00;0.05;0.1;0.00;1926;1.07;84;80;1926;0;0.05;257;541;162;8;6.68;0.00;0;4;0;0
Mauro Rodolfo Pitton;29;776329200;8/8/1994;Primera Division;2023;Midfielder;Central Cordoba SdE;2333;1187;1146;Argentina;29;15;14;0;0;0;1;1;0;0;0;9;6;3;30;11;19;5;0;0.04;0.04;0.00;0.00;0.00;0;1.16;78;80;467;2333;0.19;436;280;-1;25;7.03;0.03;0;28;0;0
Maxi Moralez;36;541411200;27/2/1987;Primera Division;2023;Midfielder;Racing Club;648;462;186;Argentina;17;11;6;1;0;1;2;1;1;0;0;2;1;1;12;11;1;2;0;0.42;0.28;0.14;0.00;0.48;648;1.67;54;38;324;324;0.28;145;20;-1;11;7.04;0.12;0;27;0;0
Maximiliano Alberto Lovera;24;920966400;9/3/1999;Primera Division;2023;Forward;Rosario Central;9;9;0;Argentina;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;9;0;0;0.00;-1;-1;-1;17;6.21;0.00;0;11;0;0
Maximiliano onturion;24;919497600;20/2/1999;Primera Division;2023;Defender;Arsenal de Sarandi;1829;923;906;Argentina;23;11;12;0;0;0;0;0;0;0;0;4;3;1;25;13;12;3;0;0.00;0.00;0.00;0.00;0.00;0;1.23;73;80;610;0;0.15;434;431;200;27;6.82;0.00;0;19;0;0
Maximiliano Ezequiel Zalazar;22;984038400;8/3/2001;Primera Division;2023;Forward;Platense;494;269;225;Argentina;17;10;7;1;1;0;0;0;0;0;0;4;4;0;6;3;3;1;0;0.18;0.00;0.18;0.33;0.00;494;1.09;82;29;494;0;0.18;110;573;-1;11;0.00;0.00;0;43;0;0
Maximiliano Gabriel imba;29;758707200;16/1/1994;Primera Division;2023;Forward;Gimnasia La Plata;532;223;309;Argentina;12;5;7;1;1;0;1;1;0;0;0;2;2;0;8;3;5;2;0;0.34;0.17;0.17;0.4;0.00;532;1.35;67;44;266;532;0.34;117;72;-1;9;6.79;0.08;0;17;0;0
Maximiliano Puig;22;969260400;18/9/2000;Primera Division;2023;Midfielder;Barracas Central;365;139;226;Argentina;13;6;7;0;0;0;0;0;0;0;0;5;4;1;6;0;6;1;0;0.00;0.00;0.00;0.00;0.00;0;1.48;61;28;365;0;0.25;537;508;-1;20;6.49;0.00;0;79;0;0
Maximiliano Rodriguez;35;571824000;14/2/1988;Primera Division;2023;Defender;Barracas Central;481;318;163;Argentina;16;8;8;0;0;0;0;0;0;0;0;7;4;3;6;2;4;0;0;0.00;0.00;0.00;0.00;0.00;0;1.12;80;30;0;0;0.00;538;535;179;22;5.85;0.00;0;26;0;0
Maximiliano Romero;24;915868800;9/1/1999;Primera Division;2023;Forward;Racing Club;1532;698;834;Argentina;21;10;11;4;2;2;2;1;1;0;0;4;2;2;21;9;12;0;0;0.35;0.12;0.23;0.26;0.22;383;1.23;73;73;0;766;0.00;81;137;-1;4;7.11;0.1;0;15;0;0
Maximiliano Walter Alanis;20;1058252400;15/7/2003;Primera Division;2023;Forward;Atletico Tucuman;1;1;0;Argentina;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;1;0;0;0.00;-1;-1;-1;16;0.00;0.00;0;23;0;0
Mioael Niilas Santos Rosadilla;30;732009600;13/3/1993;Primera Division;2023;Forward;Talleres Cordoba;1849;1019;830;Uruguay;24;13;11;13;8;5;5;1;4;0;2;9;6;3;15;6;9;3;0;0.88;0.24;0.63;0.71;0.54;142;0.73;123;77;616;370;0.15;5;33;-1;1;7.04;0.21;0;9;0;0
Mioael Rangel;32;668419200;8/3/1991;Primera Division;2023;Forward;Central Cordoba SdE;80;46;34;Colombia;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;40;0;0;0.00;-1;-1;-1;29;6.66;0.00;0;99;0;0
Miguel Borja;30;728035200;26/1/1993;Primera Division;2023;Forward;River Plate;1045;339;706;Colombia;24;11;13;5;4;1;2;1;1;2;0;10;5;5;15;5;10;2;0;0.6;0.17;0.43;1.06;0.13;209;1.29;70;44;523;523;0.17;23;67;-1;5;6.85;0.08;1;9;0;0
Miguel Isaias Jaouet Duarte;28;800953200;20/5/1995;Primera Division;2023;Defender;Platense;855;410;445;Paraguay;13;6;7;0;0;0;1;1;0;0;0;5;4;1;12;5;7;2;1;0.11;0.11;0.00;0.00;0.00;0;1.26;71;66;285;855;0.32;398;140;206;19;6.77;0.08;0;27;0;0
Miguel Marolo Brizuela;26;852451200;5/1/1997;Primera Division;2023;Midfielder;Velez Sarsfield;1315;674;641;Argentina;18;9;9;0;0;0;0;0;0;0;0;7;5;2;12;5;7;4;0;0.00;0.00;0.00;0.00;0.00;0;0.82;110;73;329;0;0.27;312;342;-1;25;6.82;0.00;0;28;0;0
Miguel Merentiel;27;825148800;24/2/1996;Primera Division;2023;Forward;Boca Juniors;1254;570;684;Uruguay;24;11;13;7;5;2;2;0;2;0;0;9;5;4;7;2;5;4;1;0.65;0.14;0.5;0.79;0.26;179;0.5;179;52;251;627;0.36;12;99;-1;1;6.79;0.08;0;16;0;0
Miguel Torren;35;587372400;12/8/1988;Primera Division;2023;Defender;Argentinos Juniors;1331;791;540;Argentina;16;10;6;0;0;0;1;0;1;0;0;8;5;3;11;7;4;4;0;0.07;0.07;0.00;0.00;0.00;0;0.74;121;83;333;1331;0.27;473;205;36;22;7.13;0.06;0;2;0;0
Milton osi;35;576745200;11/4/1988;Primera Division;2023;Defender;River Plate;1935;1062;873;Argentina;24;13;11;0;0;0;4;1;3;0;0;13;7;6;15;6;9;3;0;0.19;0.19;0.00;0.00;0.00;0;0.7;129;81;645;484;0.14;580;56;31;26;6.98;0.17;0;20;0;0
Milton Gimenez;27;839833200;12/8/1996;Primera Division;2023;Forward;Banfield;1550;775;775;Argentina;23;11;12;5;4;1;2;0;2;1;0;9;7;2;21;9;12;4;0;0.41;0.12;0.29;0.46;0.12;310;1.22;74;67;388;775;0.23;52;134;-1;1;6.95;0.09;1;45;0;0
Moises Brandan;23;949996800;8/2/2000;Primera Division;2023;Defender;Atletico Tucuman;209;119;90;Argentina;3;2;1;0;0;0;0;0;0;0;0;1;0;1;2;2;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0.86;105;70;209;0;0.43;-1;-1;-1;13;0.00;0.00;0;33;0;0
Naoo Fernandez;33;632131200;12/1/1990;Primera Division;2023;Midfielder;River Plate;1953;967;986;Argentina;28;14;14;5;3;2;5;4;1;0;0;14;7;7;14;5;9;5;0;0.46;0.23;0.23;0.28;0.18;391;0.65;140;70;391;391;0.23;78;36;-1;7;7.18;0.18;1;10;0;0
Nadir Zeineddin;23;958374000;15/5/2000;Primera Division;2023;Forward;Platense;128;66;62;Argentina;9;5;4;0;0;0;0;0;0;0;0;3;3;0;1;0;1;2;0;0.00;0.00;0.00;0.00;0.00;0;0.7;128;14;64;0;1.41;-1;-1;-1;26;5.04;0.00;0;29;0;0
Nahuel Ezequiel Gallardo;25;894697200;9/5/1998;Primera Division;2023;Defender;Sarmiento;7;7;0;Argentina;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;7;0;0;0.00;-1;-1;-1;34;6.63;0.00;0;36;0;0
Nahuel Genez;20;1055919600;18/6/2003;Primera Division;2023;Midfielder;Boca Juniors;90;0;90;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0.00;0.00;0.00;0.00;0.00;0;4;23;90;0;0;0.00;-1;-1;-1;22;0.00;0.00;0;35;0;0
Nahuel Hernan Losada;30;735030000;17/4/1993;Primera Division;2023;Goalkeeper;Belgrano;2563;1303;1260;Argentina;29;15;14;0;0;0;0;0;0;0;0;12;7;5;26;8;18;3;1;0.00;0.00;0.00;0.00;0.00;0;0.91;99;88;641;0;0.14;519;516;97;21;7.03;0.00;0;25;0;0
Nahuel Lautaro Bustos;25;899535600;4/7/1998;Primera Division;2023;Forward;Talleres Cordoba;942;456;486;Argentina;24;12;12;9;2;7;0;0;0;0;0;9;5;4;11;5;6;3;0;0.86;0.00;0.86;0.39;1.3;105;1.05;86;39;314;0;0.29;1;421;-1;2;6.94;0.00;0;10;0;0
Natanael Laureano Troniso;22;985593600;26/3/2001;Primera Division;2023;Midfielder;Colon;282;223;59;Argentina;10;6;4;1;1;0;1;1;0;0;0;3;3;0;3;3;0;1;0;0.64;0.32;0.32;0.4;0.00;282;0.96;94;28;282;282;0.32;43;13;-1;8;0.00;0.00;0;16;0;0
Nazareno ilombo;24;921916800;20/3/1999;Primera Division;2023;Defender;Defensa y Justicia;1597;766;831;Argentina;19;9;10;1;1;0;0;0;0;0;0;10;5;5;14;8;6;6;0;0.06;0.00;0.06;0.12;0.00;1597;0.79;114;84;266;0;0.34;250;460;51;10;7.04;0.00;1;6;0;0
Nazareno Manuel Funez;22;991465200;2/6/2001;Primera Division;2023;Forward;Newell's Old Boys;33;0;33;Argentina;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0.00;0.00;0.00;0.00;0.00;0;2.73;33;17;0;0;0.00;-1;-1;-1;26;6.26;0.00;0;39;0;0
Nelson Federii Insfran;28;801298800;24/5/1995;Primera Division;2023;Goalkeeper;Gimnasia La Plata;90;0;90;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0.00;0.00;0.00;0.00;0.00;0;2;45;90;0;0;0.00;-1;-1;-1;29;6.62;0.00;0;23;0;0
Nestor Adriel Breitenbruo;27;810975600;13/9/1995;Primera Division;2023;Defender;Arsenal de Sarandi;1790;990;800;Argentina;22;11;11;1;1;0;1;1;0;0;0;4;3;1;21;13;8;0;0;0.1;0.05;0.05;0.09;0.00;1790;1.06;85;81;0;1790;0.00;275;244;159;10;6.81;0.05;0;25;0;0
Niilas Adrian Oroz;29;765187200;1/4/1994;Primera Division;2023;Midfielder;Racing Club;1382;714;668;Argentina;23;12;11;3;2;1;1;1;0;0;0;5;3;2;15;8;7;3;0;0.26;0.07;0.2;0.25;0.13;461;0.98;92;60;461;1382;0.2;94;200;-1;5;6.91;0.04;1;23;0;0
Niilas Agustin Sanoez;19;1090306800;20/7/2004;Primera Division;2023;Midfielder;Gimnasia La Plata;656;247;409;Argentina;10;4;6;0;0;0;0;0;0;0;0;2;1;1;9;1;8;1;0;0.00;0.00;0.00;0.00;0.00;0;1.23;73;66;656;0;0.14;329;325;-1;15;0.00;0.00;0;15;0;0
Niilas Andres Fernandez;21;1013414400;11/2/2002;Primera Division;2023;Defender;Estudiantes;187;90;97;Argentina;3;1;2;0;0;0;0;0;0;0;0;0;0;0;7;3;4;0;0;0.00;0.00;0.00;0.00;0.00;0;3.37;27;62;0;0;0.00;-1;-1;-1;15;0.00;0.00;0;35;0;0
Niilas Barrientos;28;797065200;5/4/1995;Primera Division;2023;Midfielder;Instituto;105;61;44;Argentina;9;7;2;0;0;0;1;1;0;0;0;3;2;1;1;0;1;0;0;0.86;0.86;0.00;0.00;0.00;0;0.86;105;12;0;105;0.00;-1;-1;-1;20;6.72;0.11;0;30;0;0
Niilas Blandi;33;633772800;31/1/1990;Primera Division;2023;Forward;San Lorenzo;266;132;134;Argentina;12;6;6;1;0;1;0;0;0;0;0;7;5;2;1;0;1;2;0;0.34;0.00;0.34;0.00;0.67;266;0.34;266;22;133;0;0.68;-1;-1;-1;9;5.94;0.00;0;9;0;0
Niilas opraro;25;888912000;3/3/1998;Primera Division;2023;Defender;Barracas Central;1780;720;1060;Argentina;20;8;12;1;1;0;0;0;0;0;0;8;4;4;24;5;19;7;2;0.05;0.00;0.05;0.13;0.00;1780;1.21;74;89;254;0;0.35;259;540;196;9;6.75;0.00;0;2;0;0
Niilas irdero;24;923814000;11/4/1999;Primera Division;2023;Forward;Huracan;1231;469;762;Argentina;26;12;14;5;2;3;0;0;0;1;0;7;4;3;12;5;7;4;0;0.37;0.00;0.37;0.38;0.35;246;0.88;103;47;308;0;0.29;29;500;-1;2;6.87;0.00;0;9;0;0
Niilas De La ouz;26;865148400;1/6/1997;Primera Division;2023;Midfielder;River Plate;1274;749;525;Uruguay;19;11;8;5;5;0;0;0;0;0;0;9;6;3;10;4;6;2;0;0.35;0.00;0.35;0.6;0.00;255;0.71;127;67;637;0;0.14;36;339;-1;6;7.16;0.00;0;11;0;0
Niilas Eduardo ostro;33;650703600;15/8/1990;Primera Division;2023;Midfielder;Platense;2267;1176;1091;Argentina;28;15;13;5;2;3;1;1;0;0;0;11;8;3;24;11;13;8;0;0.24;0.04;0.2;0.15;0.25;453;0.95;94;81;283;2267;0.32;97;286;-1;2;7.01;0.04;0;11;0;0
Niilas Ezequiel Watson;25;895820400;22/5/1998;Primera Division;2023;Midfielder;Instituto;108;81;27;Argentina;7;3;4;0;0;0;0;0;0;0;0;1;0;1;2;1;1;2;0;0.00;0.00;0.00;0.00;0.00;0;1.67;54;15;54;0;1.67;-1;-1;-1;22;5.60;0.00;0;27;0;0
Niilas Femia;27;839487600;8/8/1996;Primera Division;2023;Midfielder;Sarmiento;13;5;8;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;7;0;0;0.00;-1;-1;-1;11;6.46;0.00;0;20;0;0
Niilas Fernandez;27;823766400;8/2/1996;Primera Division;2023;Midfielder;Defensa y Justicia;2244;1298;946;Argentina;28;15;13;12;8;4;1;1;0;3;0;15;8;7;22;12;10;4;0;0.52;0.04;0.48;0.55;0.38;187;0.88;102;80;561;2244;0.16;14;290;-1;1;7.10;0.04;1;29;0;0
Niilas Gabriel Meaurio;20;1051599600;29/4/2003;Primera Division;2023;Forward;Racing Club;116;28;88;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0.00;0.00;0.00;0.00;0.00;0;0.78;116;58;0;0;0.00;-1;-1;-1;26;0.00;0.00;0;58;0;0
Niilas Garayalde;24;932540400;21/7/1999;Primera Division;2023;Midfielder;Velez Sarsfield;473;262;211;Argentina;9;5;4;0;0;0;0;0;0;0;0;4;3;1;2;1;1;2;0;0.00;0.00;0.00;0.00;0.00;0;0.38;237;53;237;0;0.38;304;305;-1;14;6.60;0.00;0;8;0;0
Niilas Kozlovsky;20;1052118000;5/5/2003;Primera Division;2023;Defender;Racing Club;29;0;29;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;29;0;0;0.00;-1;-1;-1;19;0.00;0.00;0;2;0;0
Niilas Leguizamon;28;791107200;26/1/1995;Primera Division;2023;Forward;Central Cordoba SdE;170;52;118;Argentina;5;2;3;0;0;0;0;0;0;0;0;1;1;0;2;0;2;0;0;0.00;0.00;0.00;0.00;0.00;0;1.06;85;34;0;0;0.00;-1;-1;-1;16;5.14;0.00;0;9;0;0
Niilas Linares;27;826099200;6/3/1996;Primera Division;2023;Forward;Instituto;1810;882;928;Argentina;26;12;14;1;0;1;0;0;0;0;0;9;4;5;22;9;13;5;0;0.05;0.00;0.05;0.00;0.1;1810;1.09;82;70;362;0;0.25;256;558;-1;5;6.82;0.00;0;14;0;0
Niilas Meriano;22;973756800;9/11/2000;Primera Division;2023;Defender;Belgrano;1572;747;825;Argentina;19;9;10;0;0;0;0;0;0;0;0;8;4;4;16;6;10;4;0;0.00;0.00;0.00;0.00;0.00;0;0.92;98;83;393;0;0.23;515;513;102;34;6.84;0.00;0;13;0;0
Niilas Morgantini;28;779266800;11/9/1994;Primera Division;2023;Defender;Platense;1598;810;788;Argentina;19;9;10;2;1;1;1;0;1;0;0;6;5;1;20;6;14;4;0;0.17;0.06;0.11;0.11;0.11;799;1.13;80;84;400;1598;0.23;182;219;181;8;6.55;0.05;0;4;0;0
Niilas Orsini;28;779353200;12/9/1994;Primera Division;2023;Forward;Union Santa Fe;233;224;9;Argentina;5;4;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;47;0;0;0.00;-1;-1;-1;30;6.67;0.00;0;27;0;0
Niilas Palaveono;20;1048924800;29/3/2003;Primera Division;2023;Midfielder;Estudiantes;102;96;6;Argentina;4;3;1;0;0;0;0;0;0;0;0;2;2;0;2;2;0;1;0;0.00;0.00;0.00;0.00;0.00;0;1.76;51;26;102;0;0.88;-1;-1;-1;22;0.00;0.00;0;22;0;0
Niilas Pasquini;32;662803200;2/1/1991;Primera Division;2023;Midfielder;Talleres Cordoba;601;270;331;Argentina;8;3;5;0;0;0;0;0;0;0;0;3;2;1;6;1;5;2;0;0.00;0.00;0.00;0.00;0.00;0;0.9;100;75;301;0;0.3;334;317;-1;15;6.55;0.00;0;21;0;0
Niilas Paz;20;1034751600;16/10/2002;Primera Division;2023;Defender;Union Santa Fe;1128;566;562;Argentina;14;7;7;0;0;0;0;0;0;0;0;8;4;4;6;3;3;4;0;0.00;0.00;0.00;0.00;0.00;0;0.48;188;81;282;0;0.32;396;377;7;14;6.73;0.00;0;32;0;0
Niilas Reniero;28;795513600;18/3/1995;Primera Division;2023;Forward;Racing Club;505;291;214;Argentina;12;6;6;1;0;1;1;0;1;0;0;2;1;1;9;6;3;2;0;0.36;0.18;0.18;0.00;0.42;505;1.6;56;42;253;505;0.36;111;59;-1;15;6.72;0.08;0;9;0;0
Niilas Romero;19;1070006400;28/11/2003;Primera Division;2023;Defender;Atletico Tucuman;2176;1050;1126;Argentina;25;12;13;1;1;0;0;0;0;0;0;13;6;7;22;10;12;8;0;0.04;0.00;0.04;0.09;0.00;2176;0.91;99;87;272;0;0.33;282;543;96;6;6.80;0.00;0;20;0;0
Niilas Santiago Bertolo;37;505036800;2/1/1986;Primera Division;2023;Midfielder;Banfield;180;95;85;Argentina;7;3;4;0;0;0;0;0;0;0;0;2;2;0;4;0;4;2;0;0.00;0.00;0.00;0.00;0.00;0;2;45;26;90;0;1;-1;-1;-1;32;7.52;0.00;0;8;0;0
Niilas Servetto;27;827913600;27/3/1996;Primera Division;2023;Forward;Platense;1640;787;853;Argentina;29;15;14;6;4;2;1;0;1;1;0;11;8;3;20;9;11;2;0;0.38;0.05;0.33;0.46;0.21;273;1.1;82;57;820;1640;0.11;42;229;-1;1;6.50;0.03;0;20;0;0
Niilas Sosa Sanoez;27;828777600;6/4/1996;Primera Division;2023;Forward;Banfield;1140;597;543;Uruguay;26;13;13;1;0;1;1;0;1;0;0;14;11;3;9;3;6;2;0;0.16;0.08;0.08;0.00;0.17;1140;0.71;127;44;570;1140;0.16;216;190;-1;10;7.02;0.04;0;23;0;0
Niilas Tripioio;27;820828800;5/1/1996;Primera Division;2023;Defender;Defensa y Justicia;883;446;437;Argentina;16;9;7;1;1;0;0;0;0;0;0;7;4;3;9;6;3;0;0;0.1;0.00;0.1;0.2;0.00;883;0.92;98;55;0;0;0.00;185;461;101;13;6.79;0.00;0;4;0;0
Niilas Valentini;22;986540400;6/4/2001;Primera Division;2023;Defender;Boca Juniors;1096;540;556;Argentina;18;9;9;1;0;1;0;0;0;0;0;5;2;3;6;4;2;5;1;0.08;0.00;0.08;0.00;0.16;1096;0.49;183;61;183;0;0.49;217;552;10;15;6.04;0.00;0;15;0;0
Norberto Briasi;27;825580800;29/2/1996;Primera Division;2023;Forward;Boca Juniors;351;145;206;Argentina;15;7;8;1;1;0;1;0;1;0;0;6;3;3;2;1;1;0;0;0.51;0.26;0.26;0.62;0.00;351;0.51;176;23;0;351;0.00;64;24;-1;13;6.22;0.07;0;29;0;0
Ooavio Andres Bianoi;27;812876400;5/10/1995;Primera Division;2023;Forward;Rosario Central;553;378;175;Argentina;17;11;6;0;0;0;1;1;0;0;0;7;6;1;8;0;8;1;0;0.16;0.16;0.00;0.00;0.00;0;1.3;69;33;553;553;0.16;479;79;-1;26;6.23;0.06;1;24;0;0
Omar Fernando Tobio;33;624697200;18/10/1989;Primera Division;2023;Defender;Huracan;1948;1138;810;Argentina;23;14;9;1;1;0;0;0;0;0;0;7;5;2;22;12;10;4;1;0.05;0.00;0.05;0.08;0.00;1948;1.02;89;85;390;0;0.23;258;504;145;6;6.89;0.00;0;2;0;0
Oscar Ariel Garrido Bigolin;26;872060400;20/8/1997;Primera Division;2023;Midfielder;Instituto;205;74;131;Argentina;9;5;4;0;0;0;0;0;0;0;0;2;2;0;4;1;3;0;0;0.00;0.00;0.00;0.00;0.00;0;1.76;51;23;0;0;0.00;-1;-1;-1;19;6.54;0.00;0;25;0;0
Oscar Ezequiel Jonathan Parnisari;33;644223600;1/6/1990;Primera Division;2023;Defender;Instituto;1057;540;517;Argentina;14;7;7;1;0;1;0;0;0;0;0;7;3;4;10;3;7;3;1;0.09;0.00;0.09;0.00;0.17;1057;0.85;106;76;352;0;0.26;203;533;77;7;6.67;0.00;0;24;0;0
Oscar Piris;34;613119600;6/6/1989;Primera Division;2023;Defender;Union Santa Fe;1092;553;539;Argentina;15;7;8;1;1;0;0;0;0;0;0;5;3;2;10;5;5;2;0;0.08;0.00;0.08;0.16;0.00;1092;0.82;109;73;546;0;0.16;212;358;63;10;6.48;0.00;0;5;0;0
oscar Romero;31;710233200;4/7/1992;Primera Division;2023;Midfielder;Boca Juniors;1075;717;358;Paraguay;16;10;6;2;2;0;3;3;0;0;0;6;5;1;12;3;9;2;0;0.42;0.25;0.17;0.25;0.00;538;1;90;67;538;358;0.17;120;28;-1;8;7.38;0.19;0;10;0;0
Pablo chavarria;35;568108800;2/1/1988;Primera Division;2023;Forward;Belgrano;9;9;0;Argentina;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;5;0;0;0.00;-1;-1;-1;19;6.72;0.00;0;19;0;0
Pablo de Blasis;35;570960000;4/2/1988;Primera Division;2023;Midfielder;Gimnasia La Plata;149;111;38;Argentina;3;2;1;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0.00;0.00;0.00;0.00;0.00;0;2.42;37;50;0;0;0.00;-1;-1;-1;22;6.93;0.00;0;10;0;0
Pablo Ezequiel Aranda;22;989996400;16/5/2001;Primera Division;2023;Defender;Lanus;87;0;87;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0.00;0.00;0.00;0.00;0.00;0;1.03;87;87;0;0;0.00;-1;-1;-1;17;6.31;0.00;0;37;0;0
Pablo Ezequiel Vegetti Pfaffen;34;592902000;15/10/1988;Primera Division;2023;Forward;Belgrano;2387;1162;1225;Argentina;27;13;14;13;8;5;1;0;1;2;0;13;7;6;25;8;17;4;0;0.53;0.04;0.49;0.62;0.37;184;0.94;95;88;597;2387;0.15;13;269;-1;1;7.21;0.04;1;9;0;0
Pablo Gaston Gerzel;23;947059200;5/1/2000;Primera Division;2023;Forward;Sarmiento;5;5;0;Argentina;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;5;0;0;0.00;-1;-1;-1;20;0.00;0.00;0;19;0;0
Pablo Javier Perez;38;492505200;10/8/1985;Primera Division;2023;Midfielder;Newell's Old Boys;372;200;172;Argentina;15;9;6;0;0;0;0;0;0;0;0;8;7;1;1;0;1;3;0;0.00;0.00;0.00;0.00;0.00;0;0.24;372;25;124;0;0.73;563;562;-1;25;6.42;0.00;0;8;0;0
Pablo Minissale;22;979372800;13/1/2001;Primera Division;2023;Defender;Argentinos Juniors;539;270;269;Argentina;7;3;4;0;0;0;0;0;0;0;0;4;1;3;8;5;3;1;0;0.00;0.00;0.00;0.00;0.00;0;1.34;67;77;539;0;0.17;462;463;220;17;0.00;0.00;0;30;0;0
Pablo Piatti;34;607334400;31/3/1989;Primera Division;2023;Midfielder;Estudiantes;368;191;177;Argentina;8;4;4;0;0;0;2;0;2;0;0;2;1;1;5;2;3;0;0;0.49;0.49;0.00;0.00;0.00;0;1.22;74;46;0;184;0.00;452;3;-1;26;6.69;0.25;0;31;0;0
Pablo Solari;22;985248000;22/3/2001;Primera Division;2023;Forward;River Plate;1344;535;809;Argentina;24;10;14;7;2;5;7;3;4;0;0;8;3;5;15;4;11;5;0;0.94;0.47;0.47;0.34;0.56;192;1;90;56;269;192;0.33;15;4;-1;2;7.00;0.29;1;36;0;0
Paolo Duval Goltz;38;484729200;12/5/1985;Primera Division;2023;Defender;Colon;2206;1034;1172;Argentina;26;12;14;0;0;0;0;0;0;0;0;6;3;3;25;13;12;3;0;0.00;0.00;0.00;0.00;0.00;0;1.02;88;85;735;0;0.12;583;598;143;33;6.88;0.00;0;6;0;0
Paolo Guerrero;39;441792000;1/1/1984;Primera Division;2023;Forward;Racing Club;573;340;233;Peru;15;8;7;1;0;1;0;0;0;0;0;4;2;2;6;5;1;4;0;0.16;0.00;0.16;0.00;0.39;573;0.94;96;38;143;0;0.63;126;311;-1;16;9.30;0.00;0;22;0;0
Patrioo Damian Tanda;21;1017993600;5/4/2002;Primera Division;2023;Midfielder;Union Santa Fe;33;12;21;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;17;0;0;0.00;-1;-1;-1;31;6.60;0.00;0;15;0;0
Patrioo Ezequiel Perniine;22;994230000;4/7/2001;Primera Division;2023;Defender;Velez Sarsfield;100;100;0;Argentina;2;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;50;0;0;0.00;-1;-1;-1;21;6.83;0.00;0;23;0;0
Patrioo Pizarro;23;964681200;27/7/2000;Primera Division;2023;Defender;Huracan;612;302;310;Argentina;14;7;7;0;0;0;0;0;0;0;0;4;2;2;7;4;3;8;2;0.00;0.00;0.00;0.00;0.00;0;1.03;87;44;68;0;1.32;498;497;148;30;0.00;0.00;0;35;0;0
Paulo Diaz;29;777798000;25/8/1994;Primera Division;2023;Defender;River Plate;1205;808;397;Chile;15;10;5;1;1;0;0;0;0;0;0;10;6;4;5;3;2;3;0;0.07;0.00;0.07;0.11;0.00;1205;0.37;241;80;402;0;0.22;229;338;3;12;7.19;0.00;0;17;0;0
